s	label	mindatid
gsmin:zvyagintsevite	Zvyagintsevite	4435
gsmin:zwieselite	Zwieselite	4436
gsmin:zalesiite	Zálesíite	7026
gsmin:zykaite	Zýkaite	4437
gsmin:kaolinitesubgroup	kaolinite subgroup	43755
gsmin:angelaite	Ángelaite	26701
gsmin:akermanite	Åkermanite	70
gsmin:askagenite-nd	Åskagenite-(Nd)	39790
gsmin:orebroite	Örebroite	3054
gsmin:cechite	?echite	925
gsmin:cejkaite	?ejkaite	7105
gsmin:sreinite	Šreinite	27473
gsmin:stepite	Štepite	42749
gsmin:svenekite	Švenekite	7076
